목적/사유,위도,경도,grade,EMD_CD,EMD_ENG_NM,EMD_KOR_NM
교통사고,37.209806000000000,127.098222000000007,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.152338210000003,126.981394399999999,"2","41590410",Jeongnam-myeon,정남면
재물손괴,37.201643349999998,127.061988799999995,"2","41590127",Bansong-dong,반송동
절도사건,37.207398339999997,127.033732099999995,"3","41590116",Jinan-dong,진안동
교통사고,37.198200870000001,126.875490099999993,"2","41590320",Bibong-myeon,비봉면
교통사고,37.208362360000002,126.816786800000003,"2","41590262",Namyang-eup,남양읍
교통사고,37.202461000000000,126.800741000000002,"2","41590262",Namyang-eup,남양읍
변사사건,37.207199150000001,127.064843499999995,"5","41590127",Bansong-dong,반송동
교통사고,37.212831860000001,126.974192200000005,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.209806000000000,127.098222000000007,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.145958630000003,126.839830399999997,"2","41590370",Jangan-myeon,장안면
교통사고,37.207767150000002,127.039225999999999,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.168947879999997,126.999927299999996,"2","41590410",Jeongnam-myeon,정남면
절도사건,37.252785000000003,126.910683000000006,"3","41590310",Maesong-myeon,매송면
절도사건,37.201529000000001,127.102103999999997,"3","41590130",Cheonggye-dong,청계동
교통사고,37.125958709999999,126.918813799999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.208221000000002,126.813526999999993,"2","41590262",Namyang-eup,남양읍
쓰레기무단투기,37.220939760000000,126.949308099999996,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.223908930000000,126.739427100000000,"2","41590340",Songsan-myeon,송산면
교통사고,37.218741870000002,127.035761699999995,"2","41590116",Jinan-dong,진안동
교통사고,37.172191589999997,126.950221999999997,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.169842809999999,126.983322400000006,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.210962440000003,126.856002799999999,"2","41590262",Namyang-eup,남양읍
업무방해,37.070228999999998,126.892765999999995,"2","41590259",Hyangnam-eup,향남읍
공연음란,37.201214000000000,127.109650000000002,"2","41590130",Cheonggye-dong,청계동
교통사고,37.207685040000001,126.784132200000002,"2","41590330",Mado-myeon,마도면
교통사고,37.214613000000000,126.810294999999996,"2","41590262",Namyang-eup,남양읍
교통사고,37.131846050000000,126.921453700000001,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.197707999999999,126.804793000000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.202728999999998,127.038645000000002,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.134774419999999,126.925228399999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.206328999999997,126.807270000000003,"2","41590262",Namyang-eup,남양읍
교통사고,37.132196999999998,126.907258999999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.209007249999999,127.032540499999996,"2","41590116",Jinan-dong,진안동
교통사고,37.073219590000001,126.851609900000000,"2","41590370",Jangan-myeon,장안면
변사사건,37.196818999999998,127.099074000000002,"5","41590130",Cheonggye-dong,청계동
교통사고,37.208313969999999,127.052371600000001,"2","41590118",Neung-dong,능동
교통사고,37.209007249999999,127.032540499999996,"2","41590116",Jinan-dong,진안동
절도사건,37.131320000000002,126.913843999999997,"3","41590259",Hyangnam-eup,향남읍
교통사고,37.196916469999998,126.690496699999997,"2","41590350",Seosin-myeon,서신면
절도사건,37.133448029999997,126.909665500000003,"3","41590259",Hyangnam-eup,향남읍
교통사고,37.209806000000000,127.098222000000007,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.212912729999999,127.063806000000000,"2","41590118",Neung-dong,능동
교통사고,37.199654010000003,127.052874200000005,"2","41590118",Neung-dong,능동
교통사고,37.209527119999997,127.037432699999997,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.232273520000000,127.060971600000002,"2","41590120",Banwol-dong,반월동
절도사건,37.213568410000001,127.039446400000003,"3","41590116",Jinan-dong,진안동
절도사건,37.194798730000002,127.074575699999997,"3","41590127",Bansong-dong,반송동
점유이탈횡령,37.210349579999999,127.067894800000005,"2","41590127",Bansong-dong,반송동
교통사고,37.205461079999999,127.071477000000002,"2","41590127",Bansong-dong,반송동
교통사고,37.224772989999998,127.074851400000000,"2","41590128",Seogu-dong,석우동
절도사건,37.167677419999997,126.707905800000006,"3","41590350",Seosin-myeon,서신면
교통사고,37.202001570000000,127.070540899999997,"2","41590127",Bansong-dong,반송동
교통사고,37.134774419999999,126.925228399999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.182375000000000,127.092207000000002,"2","41590138",Banggyo-dong,방교동
교통사고,37.217945000000000,126.955744800000005,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.167677419999997,126.707905800000006,"3","41590350",Seosin-myeon,서신면
교통사고,37.186580960000001,126.977587299999996,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.152338210000003,126.981394399999999,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.207685040000001,126.784132200000002,"2","41590330",Mado-myeon,마도면
교통사고,37.219284680000001,127.079453799999996,"2","41590128",Seogu-dong,석우동
교통사고,37.209806000000000,127.098222000000007,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.212912729999999,127.063806000000000,"2","41590118",Neung-dong,능동
교통사고,37.209241599999999,126.831184899999997,"2","41590262",Namyang-eup,남양읍
교통사고,37.129815039999997,126.917452600000004,"2","41590259",Hyangnam-eup,향남읍
절도사건,37.216102169999999,126.978462100000002,"3","41590253",Bongdam-eup,봉담읍
교통사고,37.212831860000001,126.974192200000005,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.050039339999998,126.767495299999993,"2","41590256",Ujeong-eup,우정읍
교통사고,37.208221000000002,126.813526999999993,"2","41590262",Namyang-eup,남양읍
교통사고,37.216757500000000,127.057860099999999,"2","41590118",Neung-dong,능동
교통사고,37.208723710000001,127.079781800000006,"2","41590128",Seogu-dong,석우동
교통사고,37.209693260000002,127.042186500000000,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.069131030000001,126.913607700000000,"2","41590400",Yanggam-myeon,양감면
교통사고,37.130988150000000,126.915431900000002,"2","41590259",Hyangnam-eup,향남읍
점유이탈횡령,37.181145540000003,127.092357899999996,"2","41590138",Banggyo-dong,방교동
교통사고,37.168366079999998,126.984749899999997,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.198175059999997,126.985686400000006,"2","41590126",Annyeong-dong,안녕동
교통사고,37.191361590000000,127.070126999999999,"2","41590127",Bansong-dong,반송동
교통사고,37.213568410000001,127.039446400000003,"2","41590116",Jinan-dong,진안동
절도사건,37.202001570000000,127.070540899999997,"3","41590127",Bansong-dong,반송동
교통사고,37.213807000000003,126.810734999999994,"2","41590262",Namyang-eup,남양읍
교통사고,37.080582999999997,126.945832999999993,"2","41590400",Yanggam-myeon,양감면
교통사고,37.091187099999999,126.976152400000004,"2","41590400",Yanggam-myeon,양감면
교통사고,37.202943210000001,126.788317899999996,"2","41590330",Mado-myeon,마도면
교통사고,37.212831860000001,126.974192200000005,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.194017000000002,126.801584000000005,"2","41590262",Namyang-eup,남양읍
교통사고,37.199008700000000,127.112386099999995,"2","41590130",Cheonggye-dong,청계동
쓰레기무단투기,37.173015999999997,126.906468500000003,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.127562300000001,126.914527800000002,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.053528550000003,126.814783399999996,"2","41590370",Jangan-myeon,장안면
교통사고,37.224305350000002,126.859232500000005,"2","41590320",Bibong-myeon,비봉면
교통사고,37.126155269999998,126.915001099999998,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.221937939999997,126.839333199999999,"2","41590262",Namyang-eup,남양읍
점유이탈횡령,37.198433999999999,127.106444999999994,"2","41590130",Cheonggye-dong,청계동
교통사고,37.207984000000003,127.107208000000000,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.208799239999998,127.060918700000002,"2","41590118",Neung-dong,능동
교통사고,37.103220170000000,126.865481399999993,"2","41590370",Jangan-myeon,장안면
교통사고,37.207554000000002,126.806315999999995,"2","41590262",Namyang-eup,남양읍
교통사고,37.205246500000001,126.770839800000005,"2","41590330",Mado-myeon,마도면
교통사고,37.122968000000000,126.991463999999993,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.126834000000002,126.985388000000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.198221089999997,127.076864999999998,"2","41590127",Bansong-dong,반송동
교통사고,37.219379760000002,126.949707500000002,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.134774419999999,126.925228399999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.232273520000000,127.060971600000002,"2","41590120",Banwol-dong,반월동
교통사고,37.207685040000001,126.784132200000002,"2","41590330",Mado-myeon,마도면
교통사고,37.223635969999997,127.074543800000001,"2","41590128",Seogu-dong,석우동
교통사고,37.206207059999997,126.779317699999993,"2","41590330",Mado-myeon,마도면
폭행사건,37.108789000000002,126.908529999999999,"4","41590259",Hyangnam-eup,향남읍
교통사고,37.200059119999999,126.980962899999994,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.203206999999999,127.125568000000001,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.167033300000000,126.881351899999999,"2","41590360",Paltan-myeon,팔탄면
절도사건,37.087110979999999,126.820389000000006,"3","41590256",Ujeong-eup,우정읍
교통사고,37.210940149999999,127.062789499999994,"2","41590127",Bansong-dong,반송동
교통사고,37.214557810000002,126.978140199999999,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.215852710000000,126.736843600000000,"2","41590340",Songsan-myeon,송산면
절도사건,37.197830719999999,127.051056000000003,"3","41590118",Neung-dong,능동
절도사건,37.197443999999997,127.053167000000002,"3","41590118",Neung-dong,능동
교통사고,37.247925309999999,126.891251699999998,"2","41590320",Bibong-myeon,비봉면
교통사고,37.167033300000000,126.881351899999999,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.180438320000000,126.987733599999999,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.208799239999998,127.060918700000002,"2","41590118",Neung-dong,능동
위험물질관리,37.205991539999999,126.775541799999999,"3","41590330",Mado-myeon,마도면
교통사고,37.036446189999999,126.817221900000007,"2","41590370",Jangan-myeon,장안면
교통사고,37.217175599999997,126.976610399999998,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.112631129999997,126.898743199999998,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.210314250000003,127.033645500000006,"2","41590116",Jinan-dong,진안동
교통사고,37.206371099999998,126.773566099999996,"2","41590330",Mado-myeon,마도면
교통사고,37.208686999999998,126.804304000000002,"2","41590262",Namyang-eup,남양읍
교통사고,37.159153000000003,126.858089000000007,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.133838079999997,127.027843599999997,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.116028890000003,126.887281299999998,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.180438320000000,126.987733599999999,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.226058999999999,126.857159999999993,"2","41590320",Bibong-myeon,비봉면
교통사고,37.206688000000000,127.112724000000000,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.244784099999997,126.946319200000005,"2","41590310",Maesong-myeon,매송면
교통사고,37.207037000000000,126.798866000000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.221374369999999,126.948356300000000,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.179124000000002,126.885807000000000,"2","41590360",Paltan-myeon,팔탄면
대부법위반,37.209806000000000,127.098222000000007,"3","41590131",Yeongcheon-dong,영천동
교통사고,37.234900379999999,126.862681899999998,"2","41590320",Bibong-myeon,비봉면
교통사고,37.154812589999999,127.118317800000000,"2","41590136",Jangji-dong,장지동
절도사건,37.133448029999997,126.909665500000003,"3","41590259",Hyangnam-eup,향남읍
교통사고,37.226286690000002,127.052896899999993,"2","41590120",Banwol-dong,반월동
교통사고,37.222284600000002,127.076341400000004,"2","41590128",Seogu-dong,석우동
교통사고,37.208362360000002,126.816786800000003,"2","41590262",Namyang-eup,남양읍
교통사고,37.083783680000003,126.821284199999994,"2","41590256",Ujeong-eup,우정읍
교통사고,37.198357840000000,126.983949800000005,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.196916469999998,126.690496699999997,"2","41590350",Seosin-myeon,서신면
교통사고,37.132047810000003,126.907021099999994,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.221490629999998,126.955043500000002,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.129315570000003,126.924884399999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.214613000000000,126.810294999999996,"2","41590262",Namyang-eup,남양읍
교통사고,37.203442000000003,126.806020000000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.236014910000002,127.039178300000003,"2","41590121",Banjeong-dong,반정동
교통사고,37.202956600000000,127.128543500000006,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.129663290000003,126.909887200000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.179124000000002,126.885807000000000,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.212842000000002,126.817904999999996,"2","41590262",Namyang-eup,남양읍
점유이탈횡령,37.202610999999997,127.102861000000004,"2","41590130",Cheonggye-dong,청계동
교통사고,37.202956600000000,127.128543500000006,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.208473419999997,127.066458999999995,"2","41590127",Bansong-dong,반송동
교통사고,37.204452119999999,127.073334200000005,"2","41590127",Bansong-dong,반송동
교통사고,37.182375000000000,127.092207000000002,"2","41590138",Banggyo-dong,방교동
교통사고,37.171896640000000,126.971838199999993,"2","41590410",Jeongnam-myeon,정남면
쓰레기무단투기,37.206371099999998,126.773566099999996,"2","41590330",Mado-myeon,마도면
교통사고,37.205122000000003,127.039320000000004,"2","41590117",Byeongjeom-dong,병점동
쓰레기무단투기,37.217482869999998,127.061739700000004,"2","41590118",Neung-dong,능동
교통사고,37.216378769999999,127.037250799999995,"2","41590116",Jinan-dong,진안동
교통사고,37.131366000000000,126.910016999999996,"2","41590259",Hyangnam-eup,향남읍
폭행사건,37.208939030000003,127.044677300000004,"4","41590117",Byeongjeom-dong,병점동
교통사고,37.206988080000002,127.041660600000000,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.087963520000002,126.828979899999993,"2","41590370",Jangan-myeon,장안면
교통사고,37.122636239999999,126.994724000000005,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.209883300000001,126.817407700000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.209443999999998,127.107277999999994,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.131752079999998,126.919589599999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.206764569999997,127.077578599999995,"2","41590128",Seogu-dong,석우동
교통사고,37.182504999999999,127.088793999999993,"2","41590138",Banggyo-dong,방교동
교통사고,37.209176999999997,126.816468999999998,"2","41590262",Namyang-eup,남양읍
교통사고,37.200277829999997,126.965820600000001,"2","41590253",Bongdam-eup,봉담읍
쓰레기무단투기,37.214338419999997,126.975489699999997,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.207948389999999,127.069424999999995,"2","41590127",Bansong-dong,반송동
폭행사건,37.200302729999997,126.700802199999998,"4","41590350",Seosin-myeon,서신면
폭행사건,37.199418999999999,127.101355999999996,"4","41590130",Cheonggye-dong,청계동
폭행사건,37.206758499999999,127.111590100000001,"4","41590131",Yeongcheon-dong,영천동
폭행사건,37.213568410000001,127.039446400000003,"4","41590116",Jinan-dong,진안동
폭행사건,37.213568410000001,127.039446400000003,"4","41590116",Jinan-dong,진안동
폭행사건,37.210980429999999,127.004250099999993,"4","41590125",Songsan-dong,송산동
폭행사건,37.200302729999997,126.700802199999998,"4","41590350",Seosin-myeon,서신면
폭행사건,37.210624869999997,127.004936200000003,"4","41590125",Songsan-dong,송산동
교통사고,37.188668780000000,127.077093899999994,"2","41590127",Bansong-dong,반송동
절도사건,37.225599410000001,126.997667899999996,"3","41590123",Baeyang-dong,배양동
교통사고,37.131340840000000,126.899079599999993,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.126527650000000,126.914111199999994,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.205485539999998,126.981040300000004,"2","41590253",Bongdam-eup,봉담읍
강제추행,37.041696369999997,126.794898700000005,"5","41590256",Ujeong-eup,우정읍
교통사고,37.131846050000000,126.921453700000001,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.212831860000001,126.974192200000005,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.115222000000003,126.911666999999994,"3","41590259",Hyangnam-eup,향남읍
불법매립,37.247219029999997,126.899891800000006,"4","41590310",Maesong-myeon,매송면
공무집행방해,37.131873159999998,126.908843800000000,"3","41590259",Hyangnam-eup,향남읍
폭행사건,37.213779240000001,126.979840300000006,"4","41590253",Bongdam-eup,봉담읍
교통사고,37.200059119999999,126.980962899999994,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.128232789999998,126.915176500000001,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.277232069999997,126.885158799999999,"2","41590310",Maesong-myeon,매송면
사기사건,37.190050079999999,126.883315199999998,"3","41590360",Paltan-myeon,팔탄면
절도사건,37.181942610000000,126.937446199999997,"3","41590253",Bongdam-eup,봉담읍
쓰레기무단투기,37.205744000000003,126.957254000000006,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.236561979999998,126.952786500000002,"3","41590253",Bongdam-eup,봉담읍
교통사고,37.129401319999999,126.914086299999994,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.076198750000003,126.920703799999998,"2","41590400",Yanggam-myeon,양감면
교통사고,37.131846050000000,126.921453700000001,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.220387700000003,126.953298300000000,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.213521999999998,126.974993999999995,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.198497379999999,127.051327799999996,"2","41590118",Neung-dong,능동
교통사고,37.208716000000003,127.111591000000004,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.168172089999999,127.078452900000002,"2","41590139",Geumgok-dong,금곡동
교통사고,37.131846050000000,126.921453700000001,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.214091000000003,126.733825999999993,"2","41590340",Songsan-myeon,송산면
교통사고,37.195031999999998,127.117478000000006,"2","41590130",Cheonggye-dong,청계동
교통사고,37.093969129999998,126.901906100000005,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.213441779999997,127.047610199999994,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.093969129999998,126.901906100000005,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.208849600000001,127.112265199999996,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.206416689999998,127.060022599999996,"2","41590127",Bansong-dong,반송동
교통사고,37.209590419999998,127.067311399999994,"2","41590127",Bansong-dong,반송동
교통사고,37.206758499999999,127.111590100000001,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.209410519999999,127.080403000000004,"2","41590128",Seogu-dong,석우동
교통사고,37.220681210000002,127.069736100000000,"2","41590128",Seogu-dong,석우동
교통사고,37.214091000000003,126.733825999999993,"2","41590340",Songsan-myeon,송산면
교통사고,37.123697620000002,126.922641400000003,"2","41590259",Hyangnam-eup,향남읍
재물손괴,37.196825169999997,127.072889799999999,"2","41590127",Bansong-dong,반송동
교통사고,37.218741870000002,127.035761699999995,"2","41590116",Jinan-dong,진안동
교통사고,37.130940019999997,126.911215499999997,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.169842809999999,126.983322400000006,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.211039560000003,127.064764199999999,"2","41590127",Bansong-dong,반송동
절도사건,37.208095849999999,127.073810600000002,"3","41590128",Seogu-dong,석우동
절도사건,37.207398339999997,127.033732099999995,"3","41590116",Jinan-dong,진안동
교통사고,37.204948289999997,127.034661200000002,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.197297929999998,126.690789400000000,"2","41590350",Seosin-myeon,서신면
교통사고,37.207794100000001,127.110541499999997,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.208723710000001,127.079781800000006,"2","41590128",Seogu-dong,석우동
교통사고,37.127562300000001,126.914527800000002,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.209401520000000,126.815669999999997,"2","41590262",Namyang-eup,남양읍
교통사고,37.234558960000001,127.066764000000006,"2","41590120",Banwol-dong,반월동
교통사고,37.214494279999997,126.961246599999996,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.202943210000001,126.788317899999996,"2","41590330",Mado-myeon,마도면
절도사건,37.198175059999997,126.985686400000006,"3","41590126",Annyeong-dong,안녕동
절도사건,37.205216299999996,127.113459100000000,"3","41590131",Yeongcheon-dong,영천동
절도사건,37.074382309999997,126.815703200000002,"3","41590370",Jangan-myeon,장안면
도로교통법위반,37.209806000000000,127.098222000000007,"2","41590131",Yeongcheon-dong,영천동
자살의심사건,37.206292750000003,127.039684300000005,"4","41590117",Byeongjeom-dong,병점동
교통사고,37.199331370000003,127.051602399999993,"2","41590118",Neung-dong,능동
교통사고,37.100620169999999,126.786254400000004,"2","41590256",Ujeong-eup,우정읍
교통사고,37.213298479999999,126.731050199999999,"2","41590340",Songsan-myeon,송산면
교통사고,37.209883300000001,126.817407700000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.218126210000001,126.950099600000001,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.209410519999999,127.080403000000004,"2","41590128",Seogu-dong,석우동
절도사건,37.200287090000003,127.026826400000004,"3","41590126",Annyeong-dong,안녕동
교통사고,37.213142879999999,126.737725200000000,"2","41590340",Songsan-myeon,송산면
교통사고,37.209410519999999,127.080403000000004,"2","41590128",Seogu-dong,석우동
교통사고,37.135740550000001,126.911137199999999,"2","41590259",Hyangnam-eup,향남읍
절도사건,37.203499440000002,127.061453499999999,"3","41590127",Bansong-dong,반송동
절도사건,37.216378769999999,127.037250799999995,"3","41590116",Jinan-dong,진안동
교통사고,37.126788349999998,126.856328099999999,"2","41590360",Paltan-myeon,팔탄면
쓰레기상습투기사건,37.027736740000002,126.795210800000007,"2","41590256",Ujeong-eup,우정읍
도로교통법위반,37.197297929999998,126.690789400000000,"2","41590350",Seosin-myeon,서신면
교통사고,37.090329980000000,126.917170799999994,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.084553790000001,126.819526100000004,"2","41590256",Ujeong-eup,우정읍
교통사고,37.232277689999997,127.059011200000000,"2","41590120",Banwol-dong,반월동
교통사고,37.247925309999999,126.891251699999998,"2","41590320",Bibong-myeon,비봉면
교통사고,37.129815039999997,126.917452600000004,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.224092970000001,127.076257799999993,"2","41590128",Seogu-dong,석우동
교통사고,37.126425640000001,126.913210899999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.085198640000002,126.801896499999998,"2","41590256",Ujeong-eup,우정읍
절도사건,37.202069500000000,127.041951699999998,"3","41590117",Byeongjeom-dong,병점동
폐기물관리법위반,37.230893960000003,126.874005499999996,"2","41590320",Bibong-myeon,비봉면
교통사고,37.161193840000003,126.971087699999998,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.206295300000001,127.061640199999999,"2","41590127",Bansong-dong,반송동
교통사고,37.169842809999999,126.983322400000006,"2","41590410",Jeongnam-myeon,정남면
도로교통법위반,37.208860979999997,126.763111199999997,"2","41590330",Mado-myeon,마도면
폭행사건,37.207398339999997,127.033732099999995,"4","41590116",Jinan-dong,진안동
교통사고,37.194612999999997,127.099095000000005,"2","41590130",Cheonggye-dong,청계동
절도사건,37.173263169999998,126.801588300000006,"3","41590262",Namyang-eup,남양읍
절도사건,37.187534059999997,126.692558599999998,"3","41590350",Seosin-myeon,서신면
교통사고,37.050039339999998,126.767495299999993,"2","41590256",Ujeong-eup,우정읍
절도사건,37.207465999999997,127.038672000000005,"3","41590117",Byeongjeom-dong,병점동
재물손괴,37.213833000000001,127.036693999999997,"2","41590116",Jinan-dong,진안동
화재사건,37.168172089999999,127.078452900000002,"2","41590139",Geumgok-dong,금곡동
절도사건,37.222754170000002,126.953861399999994,"3","41590253",Bongdam-eup,봉담읍
화재사건,37.168172089999999,127.078452900000002,"2","41590139",Geumgok-dong,금곡동
교통사고,37.205520489999998,127.020647199999999,"2","41590126",Annyeong-dong,안녕동
교통사고,37.206207059999997,126.779317699999993,"2","41590330",Mado-myeon,마도면
절도사건,37.218905960000001,127.051449399999996,"3","41590119",Gisan-dong,기산동
뺑소니사고,37.171859009999999,126.999404699999999,"3","41590410",Jeongnam-myeon,정남면
절도사건,37.204991900000003,127.065133500000002,"3","41590127",Bansong-dong,반송동
교통사고,37.177412279999999,126.667153200000001,"2","41590350",Seosin-myeon,서신면
교통사고,37.078534920000003,126.815202600000006,"2","41590370",Jangan-myeon,장안면
교통사고,37.133370909999996,126.898053200000007,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.122850010000001,126.916300300000003,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.125709059999998,126.920587699999999,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.171896640000000,126.971838199999993,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.196818999999998,127.099074000000002,"2","41590130",Cheonggye-dong,청계동
도로교통법위반,37.224027649999996,126.979250100000002,"2","41590124",Gian-dong,기안동
교통사고,37.127562300000001,126.914527800000002,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.219223900000003,126.973761699999997,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.126425640000001,126.913210899999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.131428239999998,126.904761100000002,"2","41590259",Hyangnam-eup,향남읍
화재사건,37.202956600000000,127.128543500000006,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.215010049999997,126.969609599999998,"2","41590253",Bongdam-eup,봉담읍
쓰레기불법투기,37.066555809999997,126.916048599999996,"2","41590400",Yanggam-myeon,양감면
교통사고,37.219027830000002,126.988399500000000,"2","41590123",Baeyang-dong,배양동
교통사고,37.206299190000003,127.075752600000001,"2","41590127",Bansong-dong,반송동
교통사고,37.206056560000000,126.778679600000004,"2","41590330",Mado-myeon,마도면
교통사고,37.101122480000001,126.781593700000002,"2","41590256",Ujeong-eup,우정읍
교통사고,37.206254500000000,127.112992899999995,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.212621050000003,127.032953000000006,"2","41590116",Jinan-dong,진안동
절도사건,37.132845959999997,126.899605300000005,"3","41590259",Hyangnam-eup,향남읍
도로교통법위반,37.190161879999998,127.073767399999994,"2","41590127",Bansong-dong,반송동
교통사고,37.207794100000001,127.110541499999997,"2","41590131",Yeongcheon-dong,영천동
업무방해사건,37.107620420000003,126.989069799999996,"2","41590400",Yanggam-myeon,양감면
공무집행방해사건,37.199301660000003,127.071194300000002,"3","41590127",Bansong-dong,반송동
교통사고,37.140254720000001,126.911999800000004,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.215868420000000,126.976438200000004,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.140172130000003,126.933695099999994,"3","41590259",Hyangnam-eup,향남읍
절도사건,37.217992969999997,126.710088200000001,"3","41590340",Songsan-myeon,송산면
절도사건,37.090590229999997,126.862096300000005,"3","41590370",Jangan-myeon,장안면
재물손괴,37.199008700000000,127.112386099999995,"2","41590130",Cheonggye-dong,청계동
교통사고,37.127562300000001,126.914527800000002,"2","41590259",Hyangnam-eup,향남읍
쓰레기무단투기,37.193497919999999,126.764048500000001,"2","41590330",Mado-myeon,마도면
절도사건,37.172559270000001,126.658297099999999,"3","41590350",Seosin-myeon,서신면
